,year,billionaires,country,net_worth,country_population,urban_population,gdp_usd_mil,gdp_growth,gdp_per_capita,trade_percent_gdp,co2_emmissions,billionaires_per_mil_population
251,2012.0,3,Greece,7.9,11045011.0,8505100.0,200176.15,-7.09,18123.67,62.06,100930.0,0.2716
252,2013.0,3,Greece,7.9,10965211.0,8482139.0,195139.72,-2.52,17796.26,62.88,93270.0,0.2736
253,2014.0,3,Greece,8.2,10892413.0,8463623.0,196067.99,0.48,18000.42,66.53,90190.0,0.2754
254,2015.0,3,Greece,7.0,10820883.0,8445266.0,195683.53,-0.2,18083.88,65.28,88450.0,0.2772
255,2016.0,2,Greece,4.5,10775971.0,8446960.0,194730.21,-0.49,18070.78,64.02,87160.0,0.1856
256,2017.0,3,Greece,6.5,10754679.0,8466513.0,196856.95,1.09,18304.31,71.58,86770.0,0.2789
257,2018.0,4,Greece,9.6,10732882.0,8485202.0,200141.37,1.67,18647.5,80.15,84060.0,0.3727
258,2019.0,4,Greece,9.6,10721582.0,8511650.0,203751.11,1.8,19003.83,81.99,78500.0,0.3731
259,2020.0,3,Greece,5.6,10700556.0,8529948.0,185374.54,-9.02,17323.82,71.58,78500.0,0.2804
260,2021.0,4,Greece,13.9,10664568.0,8535707.0,200827.55,8.34,18831.29,89.18,78500.0,0.3751
261,2022.0,4,Greece,15.2,10664568.0,8535707.0,200827.55,8.34,18831.29,89.18,78500.0,0.3751
262,2015.0,1,Guatemala,1.0,15567419.0,7779195.0,62186.19,4.09,3994.64,49.89,30790.0,0.0642
263,2014.0,1,Guernsey,2.4,,,,,,,,
264,2015.0,1,Guernsey,1.8,,,,,,,,
265,2016.0,1,Guernsey,1.9,,,,,,,,
266,2017.0,1,Guernsey,1.9,,,,,,,,
267,2018.0,1,Guernsey,2.3,,,,,,,,
268,2019.0,1,Guernsey,2.3,,,,,,,,
269,2020.0,1,Guernsey,2.3,,,,,,,,
270,2021.0,1,Guernsey,2.6,,,,,,,,
271,2022.0,1,Guernsey,2.5,,,,,,,,
272,2010.0,25,Hong Kong,115.6,7024200.0,7024200.0,267550.46,6.77,38089.81,404.77,,3.5591
273,2011.0,36,Hong Kong,155.1,7071600.0,7071600.0,280432.16,4.81,39656.11,421.85,,5.0908
274,2012.0,38,Hong Kong,159.0,7150100.0,7150100.0,285200.31,1.7,39887.6,430.57,,5.3146
275,2013.0,38,Hong Kong,159.0,7178900.0,7178900.0,294045.83,3.1,40959.73,442.62,,5.2933
276,2014.0,16,Hong Kong,65.7,7229500.0,7229500.0,302168.47,2.76,41796.59,425.98,,2.2132
277,2015.0,55,Hong Kong,246.1,7291300.0,7291300.0,309383.63,2.39,42431.89,389.41,,7.5432
278,2016.0,63,Hong Kong,240.2,7336600.0,7336600.0,316114.19,2.18,43087.29,371.73,,8.5871
279,2017.0,67,Hong Kong,271.1,7393200.0,7393200.0,328114.17,3.8,44380.53,376.8,,9.0624
280,2018.0,67,Hong Kong,334.7,7452600.0,7452600.0,337455.36,2.85,45280.22,376.89,,8.9902
281,2019.0,67,Hong Kong,334.7,7507900.0,7507900.0,331791.96,-1.68,44192.38,353.76,,8.9239
282,2020.0,64,Hong Kong,330.0,7481000.0,7481000.0,310236.89,-6.5,41469.98,350.73,,8.555
283,2021.0,71,Hong Kong,448.2,7413100.0,7413100.0,330149.35,6.42,44535.94,403.1,,9.5776
284,2022.0,67,Hong Kong,383.4,7413100.0,7413100.0,330149.35,6.42,44535.94,403.1,,9.5776
285,2018.0,1,Hungary,1.1,9775564.0,6974963.0,140567.18,5.36,14379.44,163.24,61010.0,0.1023
286,2019.0,1,Hungary,1.1,9771141.0,7000436.0,146968.7,4.55,15041.1,161.24,60590.0,0.1023
287,2020.0,2,Hungary,2.4,9750149.0,7014452.0,140409.16,-4.46,14400.72,155.94,60590.0,0.2051
288,2021.0,2,Hungary,2.7,9709886.0,7014907.0,150373.45,7.1,15486.63,161.91,60590.0,0.206
289,2022.0,2,Hungary,2.5,9709886.0,7014907.0,150373.45,7.1,15486.63,161.91,60590.0,0.206
290,2015.0,1,Iceland,1.3,330815.0,309974.0,17517.21,4.44,52951.68,95.82,3310.0,3.0228
291,2016.0,1,Iceland,1.6,335439.0,314424.0,18621.44,6.3,55513.64,88.33,2840.0,2.9812
292,2017.0,1,Iceland,1.8,343400.0,322016.0,19402.6,4.19,56501.46,86.98,2890.0,2.9121
293,2018.0,1,Iceland,2.0,352721.0,330898.0,20351.81,4.89,57699.46,89.95,2910.0,2.8351
294,2019.0,1,Iceland,2.0,360563.0,338406.0,20847.34,2.43,57818.86,84.1,2850.0,2.7734
295,2020.0,1,Iceland,2.1,366463.0,344101.0,19491.45,-6.5,53188.04,69.18,2850.0,2.7288
296,2021.0,2,Iceland,3.2,372295.0,349749.0,20212.59,3.7,54291.87,78.39,2850.0,5.3721
297,2022.0,2,Iceland,3.6,372295.0,349749.0,20212.59,3.7,54291.87,78.39,2850.0,5.3721
298,2010.0,49,India,222.1,1234281163.0,381763164.0,1535897.53,8.5,1244.37,49.26,2533989.99,0.0397
299,2011.0,56,India,249.4,1250287939.0,391040056.0,1616398.76,5.24,1292.82,55.62,2645629.88,0.0448
300,2012.0,48,India,194.6,1265780243.0,400416922.0,1704595.76,5.46,1346.68,55.79,2795860.11,0.0379
301,2013.0,48,India,194.6,1280842119.0,409907903.0,1813453.06,6.39,1415.83,53.84,2863840.09,0.0375
302,2014.0,20,India,78.6,1295600768.0,419567353.0,1947834.06,7.41,1503.42,48.92,3044959.96,0.0154
303,2015.0,90,India,294.25,1310152392.0,429428650.0,2103587.81,8.0,1605.61,41.92,3064540.04,0.0687
304,2016.0,85,India,251.9,1324517250.0,439501314.0,2277266.45,8.26,1719.32,40.08,3106340.09,0.0642
305,2017.0,101,India,325.5,1338676779.0,449795398.0,2432015.44,6.8,1816.73,40.74,3242169.92,0.0754
306,2018.0,119,India,440.1,1352642283.0,460304169.0,2588974.1,6.45,1914.01,43.62,3388909.91,0.088
307,2019.0,119,India,440.1,1366417756.0,471031529.0,2685747.84,3.74,1965.54,39.96,3394870.12,0.0871
308,2020.0,110,India,377.9,1380004385.0,481980332.0,2508593.75,-6.6,1817.82,37.81,3394870.12,0.0797
309,2021.0,140,India,596.4,1393409033.0,493169259.0,2733061.78,8.95,1961.42,43.68,3394870.12,0.1005
310,2022.0,166,India,749.8,1393409033.0,493169259.0,2733061.78,8.95,1961.42,43.68,3394870.12,0.1005
311,2010.0,7,Indonesia,16.3,241834226.0,120709136.0,657835.44,6.22,2720.19,46.7,768880.0,0.0289
312,2011.0,15,Indonesia,34.7,245115988.0,124016434.0,698422.46,6.17,2849.35,50.18,829890.01,0.0612
313,2012.0,17,Indonesia,41.5,248451714.0,127396101.0,740537.69,6.03,2980.61,49.58,834260.01,0.0684
314,2013.0,17,Indonesia,41.5,251805314.0,130825451.0,781691.32,5.56,3104.35,48.64,799099.98,0.0675
315,2014.0,7,Indonesia,20.6,255128076.0,134286663.0,820828.02,5.01,3217.32,48.08,844299.99,0.0274
316,2015.0,23,Indonesia,56.15,258383257.0,137751866.0,860854.24,4.88,3331.7,41.94,849510.01,0.089
317,2016.0,20,Indonesia,49.800000000000004,261556386.0,141211677.0,904181.62,5.03,3456.93,37.42,847580.02,0.0765
318,2017.0,20,Indonesia,53.1,264650969.0,144655573.0,950021.7,5.07,3589.72,39.36,893590.03,0.0756
319,2018.0,20,Indonesia,72.5,267670549.0,148088731.0,999178.59,5.17,3732.87,43.07,958080.02,0.0747
320,2019.0,20,Indonesia,72.5,270625567.0,151509724.0,1049330.24,5.02,3877.42,37.63,1002370.0,0.0739
321,2020.0,15,Indonesia,65.4,273523621.0,154926514.0,1027661.52,-2.07,3757.12,32.98,1002370.0,0.0548
322,2021.0,21,Indonesia,85.0,276361788.0,158327668.0,1065594.97,3.69,3855.8,40.42,1002370.0,0.076
323,2022.0,30,Indonesia,115.1,276361788.0,158327668.0,1065594.97,3.69,3855.8,40.42,1002370.0,0.076
324,2010.0,6,Ireland,17.1,4560155.0,2806411.0,209457.1,1.76,45932.01,189.84,64570.0,1.3157
325,2011.0,4,Ireland,16.5,4580084.0,2827835.0,211695.21,1.07,46220.81,187.81,60940.0,0.8733
326,2012.0,5,Ireland,20.599999999999998,4599533.0,2849043.0,211584.37,-0.05,46001.27,191.1,62310.0,1.0871
327,2013.0,5,Ireland,20.599999999999998,4623816.0,2873286.0,214265.18,1.27,46339.47,188.78,61360.0,1.0814
328,2014.0,2,Ireland,18.8,4657740.0,2903635.0,232935.6,8.71,50010.43,201.87,61530.0,0.4294
329,2015.0,5,Ireland,30.25,4701957.0,2940510.0,291580.04,25.18,62012.48,215.16,63430.0,1.0634
330,2016.0,6,Ireland,30.7,4755335.0,2983355.0,297534.78,2.04,62568.63,227.4,66000.0,1.2617
331,2017.0,8,Ireland,34.2,4807388.0,3026107.0,324134.43,8.94,67424.23,220.15,65490.0,1.6641
332,2018.0,9,Ireland,38.2,4867316.0,3074684.0,353404.29,9.03,72607.63,217.43,63700.0,1.8491
333,2019.0,9,Ireland,38.2,4934340.0,3128618.0,370781.2,4.92,75143.02,252.34,61480.0,1.824
334,2020.0,9,Ireland,38.4,4985674.0,3173531.0,392534.84,5.87,78732.55,239.95,61480.0,1.8052
335,2021.0,9,Ireland,42.9,5028230.0,3213642.0,445443.27,13.48,88588.48,229.4,61480.0,1.7899
336,2022.0,9,Ireland,54.8,5028230.0,3213642.0,445443.27,13.48,88588.48,229.4,61480.0,1.7899
337,2010.0,10,Israel,28.3,7623600.0,7000447.0,247802.93,5.68,32504.71,67.46,89290.0,1.3117
338,2011.0,16,Israel,46.7,7765800.0,7136149.0,261537.63,5.54,33678.13,70.77,89080.0,2.0603
339,2012.0,13,Israel,41.5,7910500.0,7274496.0,268920.83,2.82,33995.43,71.84,95590.0,1.6434
340,2013.0,13,Israel,41.5,8059500.0,7417238.0,281767.72,4.78,34960.94,65.4,87130.0,1.613
341,2014.0,9,Israel,29.2,8215700.0,7566988.0,293389.93,4.12,35710.89,62.8,85290.0,1.0955
342,2015.0,17,Israel,54.2,8380100.0,7724692.0,300078.28,2.28,35808.44,59.83,87230.0,2.0286
343,2016.0,17,Israel,48.2,8546000.0,7884198.0,313470.03,4.46,36680.32,58.55,86950.0,1.9892
344,2017.0,18,Israel,54.1,8713300.0,8045513.0,327190.76,4.38,37550.73,56.99,88470.0,2.0658
345,2018.0,20,Israel,57.0,8882800.0,8209306.0,340224.15,3.98,38301.45,59.16,84770.0,2.2515
346,2019.0,20,Israel,57.0,9054000.0,8375041.0,353062.82,3.77,38995.23,56.84,87180.0,2.209
347,2020.0,21,Israel,60.8,9215100.0,8531985.0,345459.86,-2.15,37488.45,51.41,87180.0,2.2789
348,2021.0,25,Israel,73.0,9364000.0,8677993.0,373746.25,8.19,39913.1,54.97,87180.0,2.6698
349,2022.0,30,Israel,112.6,9364000.0,8677993.0,373746.25,8.19,39913.1,54.97,87180.0,2.6698
350,2010.0,13,Italy,58.4,59277417.0,40502481.0,1900325.75,1.71,32058.17,52.01,483090.0,0.2193
351,2011.0,13,Italy,60.2,59379449.0,40641670.0,1913767.39,0.71,32229.46,55.15,472470.0,0.2189
352,2012.0,16,Italy,76.5,59539717.0,40894259.0,1856719.78,-2.98,31184.56,55.65,454260.01,0.2687
353,2013.0,16,Italy,76.5,60233948.0,41548775.0,1822536.36,-1.84,30257.63,54.87,422299.99,0.2656
354,2014.0,20,Italy,74.4,60789140.0,42109853.0,1822453.48,0.0,29979.92,55.32,402579.99,0.329
355,2015.0,39,Italy,155.79999999999998,60730582.0,42247229.0,1836637.71,0.78,30242.39,56.42,414250.0,0.6422
356,2016.0,43,Italy,150.8,60627498.0,42351339.0,1860393.94,1.29,30685.65,55.37,409769.99,0.7092
357,2017.0,42,Italy,151.9,60536709.0,42462869.0,1891422.68,1.67,31244.23,58.6,404500.0,0.6938
358,2018.0,43,Italy,170.4,60421760.0,42559879.0,1908933.68,0.93,31593.48,60.3,398030.0,0.7117
359,2019.0,43,Italy,170.4,59729081.0,42249963.0,1918482.82,0.5,32119.74,59.88,389000.0,0.7199
360,2020.0,39,Italy,156.8,59449527.0,42232349.0,1745326.91,-9.03,29358.13,55.4,389000.0,0.656
361,2021.0,51,Italy,204.5,59066225.0,42141389.0,1861282.77,6.64,31511.79,63.06,389000.0,0.8634
362,2022.0,52,Italy,194.5,59066225.0,42141389.0,1861282.77,6.64,31511.79,63.06,389000.0,0.8634
363,2010.0,22,Japan,68.6,128070000.0,116302928.0,4218907.82,4.1,32942.2,28.5,1234729.98,0.1718
364,2011.0,24,Japan,71.9,127833000.0,116416235.0,4219912.32,0.02,33011.13,30.19,1293439.94,0.1877
365,2012.0,24,Japan,73.3,127629000.0,116331281.0,4277925.61,1.37,33518.44,30.47,1336089.97,0.188
366,2013.0,24,Japan,73.3,127445000.0,116262976.0,4363702.3,2.01,34239.89,33.98,1348189.94,0.1883
367,2014.0,13,Japan,71.1,127276000.0,116208079.0,4376627.83,0.3,34386.91,37.43,1305829.96,0.1021
368,2015.0,24,Japan,97.75,127141000.0,116182717.0,4444930.65,1.56,34960.64,35.43,1270469.97,0.1888
369,2016.0,27,Japan,85.4,127076000.0,116219897.0,4478437.73,0.75,35242.2,31.31,1261870.0,0.2125
370,2017.0,33,Japan,114.5,126972000.0,116223820.0,4553466.42,1.68,35861.97,34.42,1246640.01,0.2599
371,2018.0,35,Japan,138.1,126811000.0,116179166.0,4580061.76,0.58,36117.23,36.63,1204370.0,0.276
372,2019.0,35,Japan,138.1,126633000.0,116119928.0,4569053.54,-0.24,36081.07,35.18,1166510.01,0.2764
373,2020.0,33,Japan,157.5,126261000.0,115884871.0,4363130.66,-4.51,34556.44,31.36,1166510.01,0.2614
374,2021.0,49,Japan,225.4,125681593.0,115459909.0,4433848.09,1.62,35278.42,31.36,1166510.01,0.3899
375,2022.0,40,Japan,154.5,125681593.0,115459909.0,4433848.09,1.62,35278.42,31.36,1166510.01,0.3899
376,2010.0,5,Kazakhstan,10.3,16321872.0,9275230.0,146559.51,7.3,8979.33,74.14,290570.01,0.3063
377,2011.0,5,Kazakhstan,12.0,16557202.0,9421048.0,157404.92,7.4,9506.73,73.12,305450.01,0.302
378,2012.0,3,Kazakhstan,7.8,16792090.0,9566957.0,164960.35,4.8,9823.69,73.72,303250.0,0.1787
379,2013.0,3,Kazakhstan,7.8,17035551.0,9718100.0,174857.97,6.0,10264.3,65.41,317530.0,0.1761
380,2014.0,3,Kazakhstan,5.800000000000001,17288285.0,9874723.0,182202.01,4.2,10539.04,64.97,268829.99,0.1735
381,2015.0,5,Kazakhstan,10.8,17542806.0,10032906.0,184388.43,1.2,10510.77,53.05,250220.0,0.285
382,2016.0,5,Kazakhstan,9.3,17794055.0,10189588.0,186416.7,1.1,10476.35,60.31,259510.01,0.281
383,2017.0,5,Kazakhstan,10.5,18037776.0,10342139.0,194059.79,4.1,10758.52,56.83,279959.99,0.2772
384,2018.0,5,Kazakhstan,14.4,18276452.0,10495801.0,202016.24,4.1,11053.36,63.53,278540.01,0.2736
385,2019.0,5,Kazakhstan,14.4,18513673.0,10652767.0,211106.97,4.5,11402.76,64.86,274670.01,0.2701
386,2020.0,4,Kazakhstan,12.6,18755666.0,10816580.0,205829.3,-2.5,10974.25,56.22,274670.01,0.2133
387,2021.0,5,Kazakhstan,16.9,19002586.0,10987485.0,214062.47,4.0,11264.91,56.22,274670.01,0.2631
388,2022.0,5,Kazakhstan,17.4,19002586.0,10987485.0,214062.47,4.0,11264.91,56.22,274670.01,0.2631
389,2010.0,1,Kuwait,8.7,2991884.0,2991884.0,95846.14,-2.37,32035.38,97.03,107360.0,0.3342
390,2011.0,3,Kuwait,13.2,3168054.0,3168054.0,105074.59,9.63,33166.92,99.09,113060.0,0.947
391,2012.0,5,Kuwait,6.8,3348852.0,3348852.0,112036.64,6.63,33455.24,101.01,117630.0,1.493
392,2013.0,5,Kuwait,6.8,3526382.0,3526382.0,113324.28,1.15,32136.13,97.61,121870.0,1.4179
393,2014.0,2,Kuwait,2.6,3690939.0,3690939.0,113891.9,0.5,30857.16,100.04,121110.0,0.5419
394,2015.0,5,Kuwait,5.85,3835588.0,3835588.0,114567.3,0.59,29869.55,98.7,125980.0,1.3036
395,2017.0,4,Kuwait,5.4,4056102.0,4056102.0,112362.9,-4.71,27702.19,97.84,131100.01,0.9862
396,2018.0,4,Kuwait,5.199999999999999,4137314.0,4137314.0,115097.79,2.43,27819.45,103.12,133840.0,0.9668
397,2019.0,4,Kuwait,5.199999999999999,4207077.0,4207077.0,114462.5,-0.55,27207.13,98.18,136690.0,0.9508
398,2020.0,1,Kuwait,1.3,4270563.0,4270563.0,104326.53,-8.86,24429.22,98.18,136690.0,0.2342
399,2010.0,4,Lebanon,8.3,4953064.0,4325709.0,45147.47,7.98,9115.06,95.1,25250.0,0.8076
400,2011.0,6,Lebanon,13.1,5202022.0,4550937.0,45539.06,0.87,8754.11,102.14,25930.0,1.1534
401,2012.0,6,Lebanon,12.8,5537620.0,4852949.0,46707.04,2.56,8434.5,88.55,28570.0,1.0835
402,2013.0,6,Lebanon,12.8,5913016.0,5191037.0,48494.92,3.83,8201.39,86.17,28550.0,1.0147
403,2014.0,3,Lebanon,8.4,6261046.0,5506402.0,49699.57,2.48,7937.9,79.82,30740.0,0.4792
